Manufacturer,Model,Registration Status,Price,Mileage,Keys,Damage description,Transmission,Seats,Fuel Type,Link,Date,Stolen,Model Year,Damage Severity
Toyota,Hilux,Yes,2150.0,406000.0,0.0," Ignition Damage, Malicious/Vandalised, Dismantled - Interior, Selling Registered","Automatic,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000006787021/1994-toyota-hilux-surf-ssr-x-3-0-station-wagon?referringPage=SearchResults,2023-12-06,Yes,1994,Light
Suzuki,SFV650,Yes,1200.0,52519.0,1.0," Front Damage, Left Side Damage, Front Fork Damaged, Right Side Damage, Impact Light - Left Side, Selling Registered",,,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006787425/2011-suzuki-sfv650-l0-gladius?referringPage=SearchResults,2023-12-10,No,2011,Light
Mazda,Demio,Yes,600.0,148030.0,0.0," Vandalised - Entire Vehicle, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006787521/2005-mazda-demio-hatch?referringPage=SearchResults,2023-11-08,Yes,2005,Light
Subaru,Legacy,Yes,250.0,210372.0,0.0," Ignition Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006787797/1996-subaru-legacy-station-wagon?referringPage=SearchResults,2023-11-11,Yes,1996,Light
Nissan,Tiida,Yes,700.0,170403.0,0.0," Front Damage, Glass Broken, Ignition Damage, Impact Heavy - Front, Impact Heavy - Right Side, Vandalised - Interior, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006787814/2006-nissan-tiida-latio-1500-sedan?referringPage=SearchResults,2023-12-05,Yes,2006,Heavy
Nissan,Tiida,Yes,700.0,173574.0,1.0," Left Rear Damage, Rear Damage, Impact Medium - Rear, Impact Light - Left Side, Selling Registered","CVT,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006787842/2005-nissan-tiida-hatch?referringPage=SearchResults,2023-11-05,No,2005,Medium
Mazda,Familia,Yes,800.0,161322.0,0.0," Glass Broken, Ignition Damage, Left Front Damage, Stolen & Recovered, Selling Registered","5spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006788162/1999-mazda-familia-station-wagon?referringPage=SearchResults,2023-11-12,Yes,1999,Light
Mazda,Demio,Yes,1250.0,137192.0,1.0," Left Front Damage, Right Front Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006788231/2009-mazda-demio-hatch?referringPage=SearchResults,2023-11-15,Yes,2009,Light
Yamaha,YW50,Yes,300.0,16711.0,0.0," Stolen & Recovered, Selling Registered","Automatic,",,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006788237/2015-yamaha-yw50-fe-scooter?referringPage=SearchResults,2023-11-24,Yes,2015,Light
Mitsubishi,Lancer,Yes,200.0,315139.0,1.0," Left Side Damage, Impact Medium - Left Side, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006788253/1997-mitsubishi-lancer-1-6-glxi-sedan-a-sedan?referringPage=SearchResults,2023-11-09,No,1997,Medium
Mazda,Demio,Yes,1200.0,143305.0,0.0," Glass Broken, Ignition Damage, Impact Light - Left Side, Stolen & Stripped, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006788282/2006-mazda-demio-station-wagon?referringPage=SearchResults,2023-11-05,Yes,2006,Light
Mazda,Demio,Yes,1200.0,141431.0,0.0," Rear Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006788289/2007-mazda-demio-hatch?referringPage=SearchResults,2023-11-08,No,2007,Light
Ford,Ranger,Yes,2800.0,427505.0,0.0," Has Key, Stolen & Recovered, Selling Registered","Automatic,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000006788314/2007-ford-ranger-3-0td-xlt-dc-w-s-4x-utility?referringPage=SearchResults,2023-11-15,Yes,2007,Light
Mazda,Demio,Yes,1750.0,73339.0,1.0," Front Damage, Left Front Damage, Right Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006788341/2007-mazda-demio-hatch?referringPage=SearchResults,2023-11-14,No,2007,Light
Hyundai,Getz,Yes,650.0,148790.0,1.0," Front Damage, Impact Medium - Front, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006788423/2005-hyundai-getz-1-3-gl-5dr-m5-hatch?referringPage=SearchResults,2023-11-12,No,2005,Medium
Suzuki,Grand Vitara,Yes,750.0,214848.0,0.0," Rear Damage, Selling Registered","Automatic,",7.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006788437/2002-suzuki-grand-vitara-xl7-wjlxa2-2-7-5dr-station-wagon?referringPage=SearchResults,2023-11-15,No,2002,Light
Suzuki,Swift,Yes,650.0,234392.0,1.0," Front Damage, Impact Heavy - Front, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006788470/2009-suzuki-swift-glxa-1-5-5dr-hatch?referringPage=SearchResults,2023-11-11,No,2009,Heavy
Mazda,Demio,Yes,750.0,131970.0,0.0," Ignition Damage, Dismantled - Interior, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006788819/2005-mazda-demio-hatch?referringPage=SearchResults,2023-11-08,Yes,2005,Light
Mazda,Demio,Yes,1050.0,121134.0,0.0," Glass Broken, Ignition Damage, Impact Light - Front, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006788848/2006-mazda-demio-hatch?referringPage=SearchResults,2023-11-08,Yes,2006,Light
Subaru,Outback,Yes,600.0,242157.0,0.0," Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006789072/2007-subaru-outback-wag-2-5i-aut-station-wagon?referringPage=SearchResults,2023-11-08,No,2007,Light
Toyota,Camry,Yes,500.0,198617.0,1.0," Left Side Damage, Impact Heavy - Rear, Impact Heavy - Right Side, Selling Registered","5spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006789125/1999-toyota-camry-2-2p-gl-sedan-5m-sedan?referringPage=SearchResults,2023-11-14,No,1999,Heavy
Mazda,Atenza,Yes,575.0,236904.0,0.0," Glass Broken, Interior Damage, Vandalised - Interior, Impact Medium - Right Side, Stolen & Recovered, Selling Registered","3spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006789129/2002-mazda-atenza-hatch?referringPage=SearchResults,2023-11-12,Yes,2002,Medium
Nissan,Maxima,Yes,1300.0,302370.0,1.0," Right Front Damage, Impact Light - Front, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006789171/2009-nissan-maxima-350l-sedan?referringPage=SearchResults,2023-11-14,No,2009,Light
Toyota,IST,Yes,1000.0,117506.0,1.0," Right Side Damage, Impact Medium - Right Side, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006789223/2004-toyota-ist-hatch?referringPage=SearchResults,2023-11-08,No,2004,Medium
Toyota,Celica,Yes,1050.0,281400.0,0.0," Interior Damage, Impact Light - Front, Impact Light - Left Side, Impact Light - Right Side, Dismantled - Interior, Stolen & Recovered, Selling Registered","Manual,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006789586/1997-toyota-celica-hatch?referringPage=SearchResults,2023-11-29,Yes,1997,Light
Hyundai,Santa FE,Yes,500.0,284899.0,1.0," Engine Damage, Tank Damage, Impact Medium - Rear, Selling Registered","Automatic,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000006789590/2007-hyundai-santa-fe-2-2d-crdi-a5-5s-suv-station-wagon?referringPage=SearchResults,2023-11-07,No,2007,Medium
Nissan,Tiida,Yes,1500.0,228773.0,0.0," Front Damage, Glass Broken, Ignition Damage, Left Front Damage, Right Rear Damage, Impact Light - Front, Dismantled - Interior, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006789591/2005-nissan-tiida-hatch?referringPage=SearchResults,2023-12-06,Yes,2005,Light
Honda,City,Yes,900.0,149071.0,1.0," Right Front Damage, Right Side Damage, Impact Medium - Front, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006789606/2011-honda-city-l-sedan?referringPage=SearchResults,2023-11-15,No,2011,Medium
Toyota,Hiace,Yes,2300.0,236886.0,1.0," Malicious/Vandalised, Impact Light - Right Side, Selling Registered","Automatic,",7.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000006789819/1993-toyota-hiace-van?referringPage=SearchResults,2023-11-15,Yes,1993,Light
Toyota,Starlet,Yes,675.0,254382.0,1.0," Rear Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006790509/1997-toyota-starlet-reflet-hatch?referringPage=SearchResults,2023-11-19,No,1997,Light
Nissan,Skyline,Yes,1250.0,122056.0,2.0," Left Front Damage, Left Side Damage, Impact Medium - Left Side, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006790517/2007-nissan-skyline-250gt-sedan?referringPage=SearchResults,2023-12-06,No,2007,Medium
Toyota,Vitz,Yes,400.0,299999.0,0.0," Glass Broken, Ignition Damage, Left Side Damage, Vandalised - Interior, Impact Medium - Left Side, Stolen & Recovered, Selling Registered",,5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006790523/1999-toyota-vitz-hatch?referringPage=SearchResults,2023-11-15,Yes,1999,Medium
Nissan,Pulsar,Yes,150.0,192740.0,0.0," Glass Broken, Ignition Damage, Right Side Damage, Stolen & Recovered, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006790525/1999-nissan-pulsar-1-6-slx-4dr-4a-p-sedan?referringPage=SearchResults,2023-11-11,Yes,1999,Light
Hyundai,Getz,Yes,350.0,220544.0,1.0," Front Damage, Rear Damage, Impact Heavy - Front, Impact Heavy - Left Side, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006790982/2005-hyundai-getz-1-3-gl-5d-a4-hatch?referringPage=SearchResults,2023-11-09,No,2005,Heavy
Nissan,Terrano,Yes,700.0,253726.0,0.0," Front Damage, Has Key, Left Front Damage, Left Rear Damage, Left Side Damage, Rear Damage, Right Rear Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000006791105/1997-nissan-terrano-g3m-r-utility?referringPage=SearchResults,2023-11-29,Yes,1997,Light
Hyundai,Getz,Yes,600.0,175736.0,0.0," Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006791369/2009-hyundai-getz-1-4-5d-m5-hatch?referringPage=SearchResults,2023-11-15,No,2009,Light
Toyota,Echo,Yes,400.0,372128.0,1.0," Right Side Damage, Selling Registered","Manual,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006791449/2000-toyota-echo-1-5p-sedan-5m-sedan?referringPage=SearchResults,2023-11-15,No,2000,Light
Subaru,Impreza,Yes,200.0,148134.0,1.0," Front Damage, Impact Medium - Front, Impact Light - Left Side, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006791714/1999-subaru-impreza-2wd-c-z-station-wagon?referringPage=SearchResults,2023-11-15,No,1999,Medium
Honda,fit,Yes,300.0,165982.0,1.0," Engine Damage, Front Damage, Rear Damage, Selling Registered","CVT,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006791767/2004-honda-fit-hatch?referringPage=SearchResults,2023-11-15,No,2004,Light
Nissan,Fuga,Yes,1800.0,166867.0,1.0," Left Side Damage, Impact Light - Left Side, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006791903/2008-nissan-fuga-sedan?referringPage=SearchResults,2023-11-21,No,2008,Light
Peugeot,206,Yes,300.0,73312.0,1.0," Front Damage, Impact Heavy - Front, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006791921/2006-peugeot-206-sport-1-6-5dr-4spd-hatch?referringPage=SearchResults,2023-11-15,No,2006,Heavy
Toyota,Corolla LB Auto,Yes,500.0,221225.0,1.0," Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006791923/1991-toyota-corolla-lb-auto-sedan?referringPage=SearchResults,2023-11-14,No,1991,Light
Mazda,Demio,Yes,1150.0,158184.0,0.0," Engine Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006791990/2005-mazda-demio-hatch?referringPage=SearchResults,2023-11-19,Yes,2005,Light
Audi,A3,Yes,1800.0,166892.0,1.0," Engine Damage, Impact Light - Right Side, Selling Registered","6spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006792021/2009-audi-a3-hatch?referringPage=SearchResults,2023-11-21,No,2009,Light
Ford,Territory,Yes,1500.0,224246.0,1.0," Glass Broken, Vandalised - Interior, Impact Light - Front, Stolen & Recovered, Selling Registered","6spd Automatic,",7.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000006792022/2011-ford-territory-ts-awd-diesel-station-wagon?referringPage=SearchResults,2024-01-09,Yes,2011,Light
Mazda,Demio,Yes,1150.0,58031.0,0.0," Glass Broken, Ignition Damage, Impact Light - Right Side, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006792080/2005-mazda-demio-hatch?referringPage=SearchResults,2023-11-19,Yes,2005,Light
Mazda,Demio,Yes,1350.0,105833.0,0.0," Front Damage, Left Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006792112/2009-mazda-demio-hatch?referringPage=SearchResults,2023-11-29,No,2009,Light
Volkswagen,Golf,Yes,1050.0,109078.0,1.0," Right Front Damage, Right Side Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006792118/2009-volkswagen-golf-hatch?referringPage=SearchResults,2023-11-15,No,2009,Light
SYM,Wolf Classic,Yes,200.0,649642.0,0.0," Ignition Damage, Impact Light - Left Side, Stolen & Recovered, Selling Registered","Automatic,",,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006792122/2008-sym-wolf-classic-motorcycle?referringPage=SearchResults,2023-11-23,Yes,2008,Light
Mazda,Demio,Yes,375.0,291034.0,0.0," Glass Broken, Interior Damage, Rear Damage, Right Rear Damage, Right Side Damage, Selling Registered","5spd Manual,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006792168/2001-mazda-demio-hatch?referringPage=SearchResults,2023-11-12,No,2001,Light
Toyota,Ipsum,Yes,400.0,245856.0,1.0," Front Damage, Selling Registered","Automatic,",7.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006792611/2004-toyota-ipsum-station-wagon?referringPage=SearchResults,2023-11-15,No,2004,Light
Nissan,Pulsar,Yes,475.0,223749.0,1.0," Right Side Damage, Impact Medium - Front, Impact Medium - Right Side, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006792708/1996-nissan-pulsar-series-s-rv-hatch?referringPage=SearchResults,2023-11-26,No,1996,Medium
Toyota,Markx,Yes,1350.0,187060.0,1.0," Front Damage, Interior Damage, Ignition Damage, Left Side Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006792778/2006-toyota-markx-sedan?referringPage=SearchResults,2023-11-22,Yes,2006,Light
Ford,Courier,Yes,500.0,368549.0,1.0," Ignition Damage, Vandalised - Interior, Impact Light - Rear, Impact Light - Left Side, Stolen & Recovered, Selling Registered","5spd Manual,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006792785/1997-ford-courier-xl-dual-cab-chassis?referringPage=SearchResults,2023-11-14,Yes,1997,Light
Nissan,Pulsar,Yes,325.0,195387.0,0.0," Glass Broken, Ignition Damage, Left Front Damage, Stolen & Recovered, Selling Registered","5spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006792858/1996-nissan-pulsar-hatch?referringPage=SearchResults,2023-11-19,Yes,1996,Light
Honda,Civic,Yes,200.0,156570.0,1.0," Right Side Damage, Impact Light - Right Side, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006792959/2002-honda-civic-vti-1-7-5d-hb-4a-hatch?referringPage=SearchResults,2023-11-15,No,2002,Light
Honda,Jazz,Yes,600.0,172568.0,1.0," Right Side Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006793172/2003-honda-jazz-1-3i-5d-cvt-hatch-hatch?referringPage=SearchResults,2023-12-10,No,2003,Light
Toyota,Spacio,Yes,450.0,232302.0,1.0," Left Rear Damage, Impact Light - Rear, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006793228/1997-toyota-spacio-station-wagon?referringPage=SearchResults,2023-11-18,No,1997,Light
Subaru,Impreza,Yes,500.0,282565.0,0.0," Ignition Damage, Right Side Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","5spd Manual,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006793453/2000-subaru-impreza-is-station-wagon?referringPage=SearchResults,2024-02-08,Yes,2000,Light
Toyota,Corolla,Yes,1800.0,217442.0,0.0," Glass Broken, Ignition Damage, Malicious/Vandalised, Selling Registered","5spd Manual,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006793464/2007-toyota-corolla-1-5p-wagon-5dr-5m-station-wagon?referringPage=SearchResults,2023-11-21,Yes,2007,Light
Subaru,Impreza,Yes,750.0,173207.0,0.0," Glass Broken, Ignition Damage, Vandalised - Interior, Impact Light - Right Side, Stolen & Recovered, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006793491/2000-subaru-impreza-sedan?referringPage=SearchResults,2023-11-14,Yes,2000,Light
Mazda,Familia,Yes,725.0,275587.0,0.0," Glass Broken, Ignition Damage, Malicious/Vandalised, Selling Registered","5spd Manual,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006793499/1999-mazda-familia-hatch?referringPage=SearchResults,2023-11-26,Yes,1999,Light
Mazda,Demio,Yes,600.0,224393.0,0.0," Stolen & Recovered, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006793532/2006-mazda-demio-hatch?referringPage=SearchResults,2023-11-15,Yes,2006,Light
Toyota,IST,Yes,1600.0,115335.0,1.0," Left Side Damage, Impact Medium - Left Side, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006793653/2004-toyota-ist-hatch?referringPage=SearchResults,2023-11-15,No,2004,Medium
Mitsubishi,Lancer,Yes,1800.0,234119.0,1.0," Left Front Damage, Impact Light - Front, Impact Light - Rear, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006793696/2013-mitsubishi-lancer-gsr-2-0pcvt-sl5s-sedan?referringPage=SearchResults,2023-11-21,No,2013,Light
Mazda,Demio,Yes,675.0,218233.0,0.0," Rear Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006793735/2004-mazda-demio-hatch?referringPage=SearchResults,2023-11-26,Yes,2004,Light
Toyota,Isis,Yes,1050.0,255361.0,2.0," Rear Damage, Impact Light - Rear, Selling Registered","CVT,",7.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006793739/2004-toyota-isis-station-wagon?referringPage=SearchResults,2023-11-15,No,2004,Light
Toyota,Corolla,Yes,850.0,259108.0,1.0," Impact Medium - Front, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006793876/2009-toyota-corolla-1-8p-gx-hatch-5-4a-hatch?referringPage=SearchResults,2023-12-06,No,2009,Medium
Hyundai,Tiburon,Yes,525.0,124582.0,1.0," Impact Light - Front, Impact Light - Right Side, Selling Registered","Automatic,",4.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006794104/2003-hyundai-tiburon-2-7-v6-gls-2d-a4-coup%C3%A9?referringPage=SearchResults,2023-11-19,No,2003,Light
Subaru,Forester,Yes,800.0,178932.0,1.0," Rear Damage, Impact Light - Rear, Selling Registered","6spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006794123/2005-subaru-forester-station-wagon?referringPage=SearchResults,2023-11-22,No,2005,Light
Mazda,323,Yes,150.0,331628.0,0.0," Ignition Damage, Malicious/Vandalised, Right Side Damage, Impact Medium - Right Side, Impact Light - Left Side, Stolen & Recovered, Selling Registered","6spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006794147/1998-mazda-323-sedan-limited-1-8-m-sedan?referringPage=SearchResults,2023-11-15,Yes,1998,Medium
Eunos,Roadster,Yes,1550.0,131983.0,1.0," Front Damage, Impact Medium - Left Side, Impact Light - Front, Selling Registered","Automatic,",2.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006794159/1991-eunos-roadster-coup%C3%A9?referringPage=SearchResults,2023-11-15,No,1991,Medium
Nissan,Sentra,Yes,475.0,190729.0,0.0," Glass Broken, Ignition Damage, Stolen & Recovered, Selling Registered","Manual,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006794231/1996-nissan-sentra-s-hatch-1-5-man-hatch?referringPage=SearchResults,2023-11-26,Yes,1996,Light
Toyota,Allion,Yes,500.0,173660.0,1.0," Glass Broken, Ignition Damage, Vandalised - Interior, Impact Light - Left Side, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006794357/2005-toyota-allion-sedan?referringPage=SearchResults,2023-11-14,Yes,2005,Light
ROYAL ENFIELD,Interceptor,Yes,1950.0,155403.0,1.0, Selling Registered,"Manual,",,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006794548/2019-royal-enfield-interceptor-650-motorcycle?referringPage=SearchResults,2023-11-23,No,2019,Light
Nissan,Maxima,Yes,800.0,280480.0,1.0," Left Side Damage, Right Side Damage, Impact Medium - Right Side, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006794650/2006-nissan-maxima-3-5-petrol-st-sedan?referringPage=SearchResults,2023-11-14,No,2006,Medium
Nissan,Serena,Yes,700.0,155606.0,1.0," Front Damage, Impact Medium - Front, Selling Registered","5spd Automatic,",8.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006794727/2004-nissan-serena-highway-star-station-wagon?referringPage=SearchResults,2023-11-18,No,2004,Medium
Holden,Cruze,Yes,700.0,187880.0,1.0," Transmission Failure, Selling Registered","5spd Automatic,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000006794771/2010-holden-cruze-cd-diesel-auto-sedan?referringPage=SearchResults,2023-12-05,No,2010,Light
Mazda,CX-7,Yes,800.0,176042.0,1.0," Engine Damage, Ignition Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006794858/2007-mazda-cx-7-station-wagon?referringPage=SearchResults,2023-11-15,Yes,2007,Light
Mazda,Demio,Yes,1500.0,141580.0,1.0," Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006794865/2006-mazda-demio-hatch?referringPage=SearchResults,2023-11-22,No,2006,Light
Mazda,Familia,Yes,225.0,242638.0,1.0," Front Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006794882/2002-mazda-familia-2000-station-wagon?referringPage=SearchResults,2023-11-19,No,2002,Light
Citroen,Xsara Picasso,Yes,50.0,520097.0,0.0," Engine Damage, Front Damage, Has Key, Rear Damage, Selling Registered","5spd Manual,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000006795177/2003-citroen-xsara-picasso-2-0-5dr-5sp-m-d-hatch?referringPage=SearchResults,2023-11-23,No,2003,Light
Toyota,Corona,Yes,500.0,238685.0,1.0," Left Front Damage, Impact Medium - Left Side, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006795227/1998-toyota-corona-sedan?referringPage=SearchResults,2023-11-21,No,1998,Medium
Honda,Civic,Yes,700.0,153677.0,2.0," Left Side Damage, Impact Light - Left Side, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006795369/1999-honda-civic-hatch?referringPage=SearchResults,2023-11-26,No,1999,Light
Honda,Stepwagon,Yes,200.0,197417.0,0.0," Ignition Damage, Stolen & Recovered, Selling Registered","Automatic,",8.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006795548/1999-honda-stepwagon-station-wagon?referringPage=SearchResults,2023-12-07,Yes,1999,Light
Toyota,Funcargo,Yes,675.0,278733.0,1.0," Rear Damage, Impact Medium - Rear, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006795575/2001-toyota-funcargo-station-wagon?referringPage=SearchResults,2023-11-26,No,2001,Medium
Honda,CBR,Yes,1100.0,20314.0,1.0," Front Damage, Selling Registered","Manual,",,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006795983/2020-honda-cbr-300-motorcycle?referringPage=SearchResults,2024-01-07,No,2020,Light
Suzuki,Swift,Yes,2750.0,151021.0,1.0," Right Front Damage, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006796025/2007-suzuki-swift-hatch?referringPage=SearchResults,2023-11-15,No,2007,Light
Mazda,Demio,Yes,1375.0,103149.0,1.0," Front Damage, Impact Medium - Front, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006796028/2004-mazda-demio-hatch?referringPage=SearchResults,2023-11-26,No,2004,Medium
Mazda,Demio,Yes,525.0,104738.0,0.0," Ignition Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006796115/2002-mazda-demio-hatch?referringPage=SearchResults,2023-11-26,Yes,2002,Light
Mazda,Atenza,Yes,600.0,209932.0,0.0," Engine Damage, Selling Registered","5spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006796421/2002-mazda-atenza-hatch?referringPage=SearchResults,2023-11-23,No,2002,Light
Mazda,Demio,Yes,1800.0,137822.0,1.0," Rear Damage, Impact Medium - Front, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006796468/2008-mazda-demio-hatch?referringPage=SearchResults,2023-11-21,No,2008,Medium
Citroen,C5,Yes,200.0,319998.0,1.0," Right Front Damage, Right Rear Damage, Right Side Damage, Dismantled - Engine, Selling Registered","Automatic,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000006796508/2005-citroen-c5-2-2-sx-5dr-4sp-a-d-hatch?referringPage=SearchResults,2024-01-12,No,2005,Light
