Manufacturer,Model,Registration Status,Price,Mileage,Keys,Damage description,Transmission,Seats,Fuel Type,Link,Date,Stolen,Model Year,Damage Severity
Toyota,Funcargo,Yes,700.0,209636.0,1.0," Rear Damage, Impact Medium - Rear, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006642018/2000-toyota-funcargo-station-wagon?referringPage=SearchResults,2023-05-27,No,2000,Medium
Peugeot,307,Yes,150.0,187402.0,0.0," Engine Damage, No Keys, Under Body Damage, Selling Registered","Automatic,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000006642052/2006-peugeot-307-hdi-hatch?referringPage=SearchResults,2023-07-12,No,2006,Light
Toyota,RAV4,Yes,1850.0,211130.0,0.0," Malicious/Vandalised, Selling Registered","4spd Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006642081/2008-toyota-rav4-2-4-4wd-ltd-wagon-4-station-wagon?referringPage=SearchResults,2023-06-28,Yes,2008,Light
Toyota,Markx,Yes,600.0,144677.0,0.0," Front Damage, Interior Damage, Right Rear Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006642222/2005-toyota-markx-sedan?referringPage=SearchResults,2023-07-18,Yes,2005,Light
Toyota,Ist,Yes,250.0,262800.0,0.0," Rear Damage, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006642225/2002-toyota-ist-hatch?referringPage=SearchResults,2023-05-27,No,2002,Light
Nissan,Tiida,Yes,1000.0,118173.0,0.0," Glass Broken, Ignition Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006642305/2005-nissan-tiida-latio-sedan?referringPage=SearchResults,2023-09-19,Yes,2005,Light
Audi,A3,Yes,1150.0,127867.0,1.0," Right Front Damage, Impact Medium - Right Side, Selling Registered","6spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006642602/2012-audi-a3-sportback-1-4t-fsi-hatch?referringPage=SearchResults,2023-05-27,No,2012,Medium
Toyota,Corolla,Yes,600.0,254808.0,1.0," Right Rear Damage, Impact Medium - Right Side, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006642607/2004-toyota-corolla-1-8p-gl-hatch5-4a-hatch?referringPage=SearchResults,2023-05-27,No,2004,Medium
Kawasaki,ZZR 250,Yes,300.0,18322.0,0.0," Impact Light - Left Side, Selling Registered",,,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006643110/1991-kawasaki-zzr-250-motorcycle?referringPage=SearchResults,2023-06-24,No,1991,Light
Nissan,Caravan,Yes,1300.0,217470.0,1.0," Interior Damage, Stolen & Recovered, Selling Registered","Automatic,",3.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006643696/2008-nissan-caravan-panel-van?referringPage=SearchResults,2023-05-27,Yes,2008,Light
Toyota,Passo,Yes,1200.0,137576.0,0.0," Glass Broken, Interior Damage, Ignition Damage, Vandalised - Interior, Impact Light - Front, Stolen & Recovered, Selling Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006643700/2005-toyota-passo-racy-hatch?referringPage=SearchResults,2023-07-02,Yes,2005,Light
BMW,318i,Yes,300.0,135505.0,0.0," Stolen & Recovered, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006643763/2001-bmw-318i-sedan?referringPage=SearchResults,2023-08-31,Yes,2001,Light
Toyota,Spacio,Yes,350.0,160300.0,1.0," Left Side Damage, Impact Light - Right Side, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006644117/1999-toyota-spacio-station-wagon?referringPage=SearchResults,2023-05-27,No,1999,Light
Mazda,Demio,Yes,2400.0,112021.0,0.0," Front Damage, Interior Damage, Ignition Damage, Left Front Damage, Right Rear Damage, Vandalised - Entire Vehicle, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006644157/2009-mazda-demio-hatch?referringPage=SearchResults,2023-05-31,Yes,2009,Light
Nissan,Tiida,Yes,700.0,195090.0,0.0," Front Damage, Glass Broken, Ignition Damage, Left Side Damage, Right Side Damage, Vandalised - Interior, Impact Light - Rear, Impact Light - Left Side, Stolen & Recovered, Selling Registered","CVT,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006644203/2005-nissan-tiida-latio-sedan?referringPage=SearchResults,2023-07-09,Yes,2005,Light
Suzuki,Swift,Yes,1650.0,200984.0,1.0," Front Damage, Glass Broken, Left Front Damage, Left Side Damage, Impact Light - Left Side, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006644596/2005-suzuki-swift-hatch?referringPage=SearchResults,2023-05-27,No,2005,Light
Mazda,MAZDA6,Yes,750.0,233227.0,1.0," Glass Broken, Left Side Damage, Impact Light - Left Side, Selling Registered","5spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006644702/2007-mazda-mazda6-wagon-gsx-2-3-5-aut-station-wagon?referringPage=SearchResults,2023-05-27,No,2007,Light
Subaru,Legacy,Yes,800.0,187759.0,0.0," Front Damage, Glass Broken, Ignition Damage, Rear Damage, Right Front Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006644957/2005-subaru-legacy-station-wagon?referringPage=SearchResults,2023-05-31,Yes,2005,Light
Toyota,Wish,Yes,425.0,220267.0,1.0," Right Front Damage, Impact Heavy - Right Side, Selling Registered","4spd Automatic,",7.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006645074/2003-toyota-wish-station-wagon?referringPage=SearchResults,2023-10-08,No,2003,Heavy
Volkswagen,Golf,Yes,1300.0,197034.0,1.0," Front Damage, Glass Broken, Left Side Damage, Roof Damage, Right Side Damage, Selling Registered","Automatic,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000006645143/2012-volkswagen-golf-tdi-103kw-6dsg-hatch?referringPage=SearchResults,2023-06-07,No,2012,Light
Volkswagen,Polo,Yes,500.0,142136.0,0.0," Engine Damage, Interior Damage, No Major Panel Dmg, Impact Heavy - Front, Stolen & Recovered, Selling Registered","7spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006645721/2012-volkswagen-polo-gti-132kw-7dsg-hatch?referringPage=SearchResults,2023-09-19,Yes,2012,Heavy
Nissan,Juke,Yes,800.0,43768.0,0.0," Interior Damage, Ignition Damage, Vandalised - Interior, Stolen & Recovered, Selling De-Registered","CVT,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006645938/2012-nissan-juke-hatch?referringPage=SearchResults,2023-06-14,Yes,2012,Light
Honda,fit,Yes,3200.0,126985.0,0.0," Interior Damage, Impact Light - Front, Stolen & Recovered, Selling Registered","CVT,",5.0,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000006647040/2012-honda-fit-hatch?referringPage=SearchResults,2023-07-30,Yes,2012,Light
Toyota,Camry,Yes,850.0,449573.0,1.0," Engine Damage, Front Damage, Rear Damage, Impact Heavy - Front, Selling Registered","5spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006647355/2007-toyota-camry-2-4p-gl-sedan-5a-sedan?referringPage=SearchResults,2023-05-31,No,2007,Heavy
Toyota,Vista,Yes,500.0,211214.0,1.0," Right Rear Damage, Impact Light - Right Side, Selling Registered","5spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006647377/1995-toyota-vista-ax-sedan?referringPage=SearchResults,2023-05-27,No,1995,Light
Nissan,March,Yes,1150.0,94015.0,0.0," Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006647393/2007-nissan-march-hatch?referringPage=SearchResults,2023-09-20,Yes,2007,Light
Nissan,Dualis,Yes,1100.0,134952.0,1.0," Left Side Damage, Right Side Damage, Impact Medium - Left Side, Impact Light - Right Side, Selling Registered","CVT,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006647395/2008-nissan-dualis-station-wagon?referringPage=SearchResults,2023-06-14,No,2008,Medium
Suzuki,VL1500B,Yes,7300.0,3935.0,1.0," Left Side Damage, Tank Damage, Right Side Damage, Impact Light - Right Side, Selling Registered","6spd Manual,",,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006647738/2020-suzuki-vl1500b-boulevard-c90b-motorcycle?referringPage=SearchResults,2023-06-08,No,2020,Light
Nissan,Tiida,Yes,725.0,246948.0,0.0," Ignition Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006648509/2009-nissan-tiida-latio-sedan?referringPage=SearchResults,2023-08-12,Yes,2009,Light
Audi,A3,Yes,600.0,182236.0,1.0," Front Damage, Impact Heavy - Front, Selling Registered","6spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006649597/2008-audi-a3-sportback-1-4t-fsi-hatch?referringPage=SearchResults,2023-06-21,No,2008,Heavy
Suzuki,ST90V,Yes,925.0,54457.0,1.0," Interior Damage, Left Side Damage, Malicious/Vandalised, Selling Registered","Manual,",2.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006649791/1984-suzuki-st90v-van?referringPage=SearchResults,2023-07-15,Yes,1984,Light
Nissan,Terrano,Yes,900.0,244931.0,1.0," Engine Damage, Selling Registered","5spd Manual,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006649852/1992-nissan-terrano-station-wagon?referringPage=SearchResults,2023-08-30,No,1992,Light
Mitsubishi,Colt,Yes,300.0,80237.0,1.0," Left Rear Damage, Right Front Damage, Impact Medium - Right Side, Selling Registered","CVT,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006650150/2010-mitsubishi-colt-plus-hatch?referringPage=SearchResults,2023-05-27,No,2010,Medium
Toyota,Aqua,Yes,2050.0,123279.0,0.0," Glass Broken, Ignition Damage, Left Front Damage, Dismantled - Interior, Stolen & Recovered, Selling Registered","Automatic,",5,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000006650639/2016-toyota-aqua-hatch?referringPage=SearchResults,2023-06-14,Yes,2016,Light
Toyota,Markx,Yes,950.0,216666.0,0.0," Ignition Damage, Stolen & Recovered, Selling Registered","CVT,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006650681/2006-toyota-markx-sedan?referringPage=SearchResults,2023-05-27,Yes,2006,Light
Peugeot,206,Yes,300.0,128030.0,0.0," Glass Broken, Interior Damage, Ignition Damage, Left Side Damage, Stolen & Recovered, Selling Registered","5spd Manual,",4.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006650779/2004-peugeot-206-2-0-cpe-cab-2dr-mp-coup%C3%A9?referringPage=SearchResults,2023-09-14,Yes,2004,Light
Nissan,Tiida,Yes,800.0,148563.0,1.0," Front Damage, Glass Broken, Ignition Damage, Dismantled - Interior, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006650880/2006-nissan-tiida-sedan?referringPage=SearchResults,2023-07-04,Yes,2006,Light
Nissan,Tino,Yes,200.0,187536.0,1.0," Front Damage, Glass Broken, Selling Registered","Automatic,",6,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006651927/1999-nissan-tino-station-wagon?referringPage=SearchResults,2023-06-29,No,1999,Light
Suzuki,GSX250,Yes,3000.0,2949.0,1.0," Impact Light - Left Side, Selling Registered","Manual,",,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006652127/2022-suzuki-gsx250-frlzm2-motorcycle?referringPage=SearchResults,2023-07-06,No,2022,Light
Mazda,Demio,Yes,1650.0,124994.0,0.0," Ignition Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","CVT,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006652171/2007-mazda-demio-hatch?referringPage=SearchResults,2023-09-17,Yes,2007,Light
BMW,116i,Yes,650.0,114683.0,0.0," Front Damage, Impact Heavy - Front, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006652283/2009-bmw-116i-hatch?referringPage=SearchResults,2023-06-21,No,2009,Heavy
Mazda,Axela,Yes,650.0,200166.0,1.0," Front Damage, Left Front Damage, Left Side Damage, Impact Heavy - Front, Impact Medium - Left Side, Impact Light - Rear, Impact Light - Right Side, Selling Registered","5spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006653055/2006-mazda-axela-hatch?referringPage=SearchResults,2023-06-25,No,2006,Heavy
Nissan,Pulsar,Yes,750.0,151280.0,0.0," Interior Damage, Stolen & Recovered, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006653161/2000-nissan-pulsar-1-6-slx-5dr-4a-p-hatch?referringPage=SearchResults,2023-07-16,Yes,2000,Light
Mazda,Atenza,Yes,825.0,279529.0,1.0," Left Side Damage, Impact Medium - Left Side, Selling Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006653896/2004-mazda-atenza-station-wagon?referringPage=SearchResults,2023-07-02,No,2004,Medium
Toyota,Celica,Yes,600.0,1.0,0.0," Front Damage, Ignition Damage, Rear Damage, Right Side Damage, Impact Light - Front, Stolen & Recovered, Selling Registered","5spd Manual,",4.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006654501/1999-toyota-celica-hatch?referringPage=SearchResults,2023-05-27,Yes,1999,Light
Mitsubishi,Sigma,Yes,1075.0,160128.0,0.0," Ignition Damage, Stolen & Recovered, Selling Registered","5spd Manual,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006654961/1981-mitsubishi-sigma-sedan?referringPage=SearchResults,2023-07-08,Yes,1981,Light
Toyota,Aqua,Yes,1450.0,191320.0,0.0," Stolen & Recovered, Water Damage, Selling Registered","CVT,",5.0,Hybrid,https://manheim.co.nz/damaged-vehicles/000000000006655112/2014-toyota-aqua-hatch?referringPage=SearchResults,2023-06-21,Yes,2014,Light
Toyota,Vitz,Yes,875.0,295752.0,1.0," Front Damage, Right Side Damage, Selling Registered","5spd Manual,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006655283/2001-toyota-vitz-hatch?referringPage=SearchResults,2023-06-24,No,2001,Light
Nissan,Tiida,Yes,1300.0,161783.0,1.0," Right Side Damage, Impact Light - Right Side, Selling Registered","CVT,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006655342/2009-nissan-tiida-hatch?referringPage=SearchResults,2023-05-31,No,2009,Light
Mitsubishi,Lancer,Yes,300.0,261713.0,0.0," Front Damage, Ignition Damage, Rear Damage, Right Side Damage, Impact Light - Rear, Dismantled - Interior, Selling Registered","4spd Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006655373/2003-mitsubishi-lancer-1-8-sp-sedan-m-sedan?referringPage=SearchResults,2023-06-29,Yes,2003,Light
Mazda,Atenza,Yes,675.0,323919.0,0.0," Front Damage, Interior Damage, Ignition Damage, Rear Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","4spd Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006655375/2002-mazda-atenza-hatch?referringPage=SearchResults,2023-07-15,Yes,2002,Light
Toyota,Runx,Yes,850.0,201729.0,0.0," Front Damage, Rear Damage, Impact Heavy - Right Side, Impact Medium - Front, Impact Medium - Rear, Dismantled - Interior, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006655464/2004-toyota-runx-sedan?referringPage=SearchResults,2023-05-31,Yes,2004,Heavy
Nissan,Tiida,Yes,1250.0,62966.0,1.0," Front Damage, Glass Broken, Right Front Damage, Impact Light - Front, Impact Light - Rear, Selling Registered","CVT,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006655530/2007-nissan-tiida-hatch?referringPage=SearchResults,2023-08-09,No,2007,Light
Mazda,Axela,Yes,800.0,154099.0,0.0," Glass Broken, Interior Damage, Malicious/Vandalised, Impact Light - Right Side, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006655560/2008-mazda-axela-station-wagon?referringPage=SearchResults,2023-09-12,Yes,2008,Light
Subaru,Impreza,Yes,950.0,139903.0,0.0," Engine Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006655860/2007-subaru-impreza-station-wagon?referringPage=SearchResults,2023-05-27,Yes,2007,Light
ZX AUTO,Grand Tiger,Yes,850.0,113318.0,0.0," Vandalised - Interior, Impact Medium - Front, Impact Medium - Left Side, Stolen & Recovered, Selling Registered","5spd Manual,",5.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000006655936/2015-zx-auto-grand-tiger-4x4-dual-cab-utility?referringPage=SearchResults,2023-08-30,Yes,2015,Medium
Ford,Courier,Yes,1150.0,284592.0,0.0," Right Side Damage, Selling Registered","5spd Manual,",4.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000006656538/2000-ford-courier-xlt-wellside-x-cab-utility?referringPage=SearchResults,2023-06-07,No,2000,Light
Holden,Captiva,Yes,850.0,185863.0,, Selling Registered,"Automatic,",7.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006656588/2007-holden-captiva-lx-3-2l-v6-auto-station-wagon?referringPage=SearchResults,2023-07-16,No,2007,Light
Toyota,Allex,Yes,1100.0,191765.0,0.0," Front Damage, Glass Broken, Ignition Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006656723/2004-toyota-allex-station-wagon?referringPage=SearchResults,2023-06-14,Yes,2004,Light
Mazda,Atenza,Yes,825.0,164919.0,0.0," Glass Broken, Ignition Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006656782/2005-mazda-atenza-sedan?referringPage=SearchResults,2023-08-27,Yes,2005,Light
Ford,Territory,Yes,1.0,157565.0,1.0," Left Front Damage, Left Rear Damage, Stolen & Recovered, Selling Registered","4spd Automatic,",7.0,Diesel,https://manheim.co.nz/damaged-vehicles/000000000006656940/2013-ford-territory-titanium-awd-diesel-station-wagon?referringPage=SearchResults,2024-01-31,Yes,2013,Light
Subaru,Legacy,Yes,1200.0,122536.0,1.0," Left Side Damage, Selling Registered","Automatic,",5,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006657069/2004-subaru-legacy-station-wagon?referringPage=SearchResults,2023-06-28,No,2004,Light
Nissan,Vanette,Yes,3050.0,248960.0,0.0," Glass Broken, Ignition Damage, Vandalised - Interior, Stolen & Recovered, Selling Registered","Automatic,",2.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006657154/2010-nissan-vanette-nv200-van?referringPage=SearchResults,2023-09-06,Yes,2010,Light
Mazda,Demio,Yes,1650.0,44071.0,0.0," Glass Broken, Ignition Damage, Left Rear Damage, Right Front Damage, Vandalised - Interior, Impact Medium - Right Side, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006658049/2007-mazda-demio-hatch?referringPage=SearchResults,2023-05-31,Yes,2007,Medium
Triumph,Street Triple,Yes,2550.0,52677.0,0.0," Left Side Damage, Impact Light - Left Side, Selling Registered","Manual,",,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006658252/2012-triumph-street-triple-r675-motorcycle?referringPage=SearchResults,2023-07-23,No,2012,Light
Subaru,Impreza,Yes,500.0,225962.0,1.0," Ignition Damage, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006658287/2005-subaru-impreza-station-wagon?referringPage=SearchResults,2023-07-06,Yes,2005,Light
Toyota,IST,Yes,750.0,148518.0,1.0," Right Side Damage, Impact Medium - Right Side, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006658298/2005-toyota-ist-hatch?referringPage=SearchResults,2023-06-07,No,2005,Medium
Mazda,Atenza,Yes,300.0,266142.0,0.0," Right Front Damage, Impact Light - Right Side, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006658312/2005-mazda-atenza-sedan?referringPage=SearchResults,2023-05-27,Yes,2005,Light
Nissan,Pulsar,Yes,300.0,248952.0,0.0," Front Damage, Ignition Damage, Rear Damage, Vandalised - Interior, Impact Light - Left Side, Stolen & Recovered, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006658325/2000-nissan-pulsar-1-6-lx-4dr-4a-p-sedan?referringPage=SearchResults,2023-05-27,Yes,2000,Light
Toyota,Corolla,Yes,950.0,368595.0,0.0," Front Damage, Right Front Damage, Impact Light - Right Side, Selling Registered","5spd Manual,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006658348/2001-toyota-corolla-1-8p-gl-hatch5-5m-hatch?referringPage=SearchResults,2023-08-09,No,2001,Light
Suzuki,GSX250,Yes,1150.0,595.0,0.0," Stolen & Recovered, Selling Registered","Automatic,",,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006658544/2023-suzuki-gsx250-frlm2-motorcycle?referringPage=SearchResults,2023-07-23,Yes,2023,Light
Mazda,Bounty,Yes,900.0,365061.0,0.0," Front Damage, Glass Broken, Ignition Damage, Rear Damage, Right Front Damage, Right Rear Damage, Vandalised - Entire Vehicle, Stolen & Recovered, Selling Registered","5spd Automatic,",4,Diesel,https://manheim.co.nz/damaged-vehicles/000000000006658743/2000-mazda-bounty-cab-plus-w-s-4x4-td-x-cab-utility?referringPage=SearchResults,2023-06-28,Yes,2000,Light
Subaru,Legacy,Yes,1500.0,310322.0,1.0," Left Rear Damage, Selling Registered","Automatic,",5.0,Petrol,https://manheim.co.nz/damaged-vehicles/000000000006658972/2007-subaru-legacy-station-wagon?referringPage=SearchResults,2023-05-27,No,2007,Light
